epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
31,0.9463576674461365,0.16182295978069305,0.9116919040679932,0.35501864552497864
32,0.9473321437835693,0.15767596662044525,0.9183335304260254,0.3342907726764679
33,0.9481706023216248,0.15434904396533966,0.9146978855133057,0.33472347259521484
34,0.9485637545585632,0.1529707908630371,0.9124260544776917,0.34161829948425293
35,0.9493492245674133,0.14997068047523499,0.9168047904968262,0.34397655725479126
36,0.949781596660614,0.1486101895570755,0.912818193435669,0.3753962814807892
37,0.9507907629013062,0.1458243578672409,0.9177492260932922,0.3277725279331207
38,0.950143575668335,0.14821933209896088,0.9138444066047668,0.35752618312835693
39,0.9518325924873352,0.14095187187194824,0.9171091914176941,0.35681629180908203
40,0.952519953250885,0.13887572288513184,0.9159706830978394,0.3765043020248413
41,0.9527122378349304,0.13792316615581512,0.9177795648574829,0.36001086235046387
42,0.9537393450737,0.1346099078655243,0.9170620441436768,0.35648566484451294
43,0.9577771425247192,0.12124220281839371,0.9215474724769592,0.3300560414791107
44,0.9595061540603638,0.11531245708465576,0.9219880104064941,0.3298136591911316
45,0.9602745771408081,0.1128927692770958,0.9223926663398743,0.3242621123790741
46,0.9607056975364685,0.11149807274341583,0.9226925373077393,0.32776862382888794
47,0.961159348487854,0.10983124375343323,0.9227519631385803,0.33063334226608276
48,0.9615146517753601,0.108512744307518,0.9228999614715576,0.32812580466270447
49,0.9618037939071655,0.10769364982843399,0.922961413860321,0.3289739191532135
50,0.9622377157211304,0.10616352409124374,0.9230391383171082,0.3272901475429535
51,0.9625239968299866,0.1051507517695427,0.9233312010765076,0.3313154876232147
52,0.9626986384391785,0.10450509190559387,0.9226515889167786,0.34032100439071655
53,0.9628633856773376,0.10401318967342377,0.9228240847587585,0.3347781300544739
54,0.9631620049476624,0.103004090487957,0.9229157567024231,0.3357357382774353
55,0.9631707072257996,0.10296015441417694,0.9228423237800598,0.3410109579563141
56,0.963552713394165,0.10175785422325134,0.922667920589447,0.34003663063049316
57,0.9637367129325867,0.10098682343959808,0.9227529168128967,0.3423772156238556
58,0.9639333486557007,0.10050588101148605,0.9226500391960144,0.3428107500076294
59,0.9641993045806885,0.09954700618982315,0.9227461814880371,0.3415314555168152
60,0.9642527103424072,0.09925873577594757,0.9223617315292358,0.3479968309402466
61,0.964622974395752,0.09831947833299637,0.9228475093841553,0.34581509232521057
62,0.9649472832679749,0.09708758443593979,0.9228586554527283,0.3456108570098877
63,0.9648175239562988,0.09761562198400497,0.922785758972168,0.3457549214363098
64,0.9649479389190674,0.09706089645624161,0.9228649139404297,0.3457331955432892
65,0.9648642539978027,0.0973530039191246,0.922836184501648,0.3460456132888794
66,0.9649844765663147,0.09701257944107056,0.9227504730224609,0.34688133001327515
67,0.9650444388389587,0.09687109291553497,0.9227624535560608,0.34747639298439026
68,0.9650576710700989,0.0968124195933342,0.9226747751235962,0.3489362597465515
69,0.965112566947937,0.09665906429290771,0.9225967526435852,0.3494822680950165
70,0.9650923013687134,0.09672125428915024,0.9226713180541992,0.34902989864349365
71,0.96501225233078,0.09684216976165771,0.9226512908935547,0.34849312901496887
72,0.9653123021125793,0.09604015201330185,0.9226621389389038,0.3489064872264862
73,0.9651100635528564,0.09656087309122086,0.9226635694503784,0.34898459911346436
74,0.9652367830276489,0.09628552198410034,0.9226612448692322,0.34889060258865356
75,0.9652024507522583,0.09643994271755219,0.9226442575454712,0.3487950265407562
76,0.9651462435722351,0.09645872563123703,0.9226959347724915,0.34865641593933105
77,0.9652267098426819,0.09625254571437836,0.922685980796814,0.3482794463634491
78,0.9652911424636841,0.09613130241632462,0.9226547479629517,0.3485981225967407
79,0.9651183485984802,0.09665822237730026,0.9226828813552856,0.34872326254844666
80,0.96529620885849,0.09608528763055801,0.9226985573768616,0.3484402894973755
81,0.9652635455131531,0.09621982276439667,0.9226536154747009,0.3492581248283386
